priority_score,study_row_id,record_id,study_label,contract_key,contract_label,evidence_status,paper_value,missing_required_components,source_file,page_or_section,toolkit_encoding_status,review_action,reviewer_decision,reviewer_note,review_date
112,doi:10.1016/j.neuropsychologia.2009.11.009::a,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation. (a),study_structure_schedule,Study structure and schedule,composite_requires_split,,sample_and_assignment | design_topology | pps_occasion_schedule | factor_scope_map | protocol_binding,,,not_in_current_design_or_run_plan_schema,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2009.11.009::a,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation. (a),measurement_acquisition_outcome,Measurement acquisition and outcome,composite_requires_split,,outcome_family_and_primary_measure | acquisition_device_channels_or_native_response_binding | event_trigger_and_clock_sync | acquisition_epoch_or_response_window | primary_outcome_definition,,,not_in_current_design_or_run_plan_schema,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2009.11.009::b,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation. (b),auditory_stimulus,Auditory stimulus,composite_requires_split,,source_mode | stimulus_identity_or_asset | source_recipe_or_asset_provenance,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2009.11.009::b,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation. (b),trajectory_kinematics,Trajectory and kinematics,composite_requires_split,,motion_mode | coordinate_frame_body_anchor | geometry | timing_constraint,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2009.11.009::b,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation. (b),trial_sequence,Trial sequence,composite_requires_split,,trial_families | ordered_elements_and_source_selection,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2009.11.009::b,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation. (b),task_response,Task and response,composite_requires_split,,target_and_nontarget_rule | response_mode_or_device | response_mapping_or_expected_action | response_window_and_anchor,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2009.11.009::b,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation. (b),jitter_iti_policy,Jitter and ITI policy,composite_requires_split,,policy_type | timing_scope_and_anchor | values_or_range,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2009.11.009::b,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation. (b),soa_schedule,SOA schedule,composite_requires_split,,reference_event_and_sign | ordered_soa_values_or_derivable_distance_anchors,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2009.11.009::b,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation. (b),tactile_target,Tactile target,composite_requires_split,,modality | body_site_and_side | waveform_and_duration,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2009.11.009::b,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation. (b),baseline_trial_contract,Baseline/control trials,composite_requires_split,,family_or_explicit_none | timing_and_anchor | allocation_rule | resolved_trial_count,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2009.11.009::b,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation. (b),catch_trial_contract,Catch/no-target trials,composite_requires_split,,family_or_explicit_none | target_role_and_expected_action | allocation_rule | resolved_trial_count,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2009.11.009::b,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation. (b),repetition_allocation,Repetition allocation,composite_requires_split,,factor_dimensions | repetitions_or_exact_counts | exceptions_or_overrides,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2009.11.009::b,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation. (b),block_order_contract,Block and order policy,composite_requires_split,,block_count | block_composition,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2009.11.009::b,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation. (b),study_structure_schedule,Study structure and schedule,composite_requires_split,,sample_and_assignment | design_topology | pps_occasion_schedule | factor_scope_map | protocol_binding,,,not_in_current_design_or_run_plan_schema,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2009.11.009::b,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation. (b),measurement_acquisition_outcome,Measurement acquisition and outcome,composite_requires_split,,outcome_family_and_primary_measure | acquisition_device_channels_or_native_response_binding | event_trigger_and_clock_sync | acquisition_epoch_or_response_window | primary_outcome_definition,,,not_in_current_design_or_run_plan_schema,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::a,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (a),auditory_stimulus,Auditory stimulus,composite_requires_split,,source_mode | stimulus_identity_or_asset | source_recipe_or_asset_provenance,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::a,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (a),trajectory_kinematics,Trajectory and kinematics,composite_requires_split,,motion_mode | coordinate_frame_body_anchor | geometry | timing_constraint,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::a,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (a),trial_sequence,Trial sequence,composite_requires_split,,trial_families | ordered_elements_and_source_selection,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::a,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (a),task_response,Task and response,composite_requires_split,,target_and_nontarget_rule | response_mode_or_device | response_mapping_or_expected_action | response_window_and_anchor,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::a,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (a),jitter_iti_policy,Jitter and ITI policy,composite_requires_split,,policy_type | timing_scope_and_anchor | values_or_range,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::a,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (a),soa_schedule,SOA schedule,composite_requires_split,,reference_event_and_sign | ordered_soa_values_or_derivable_distance_anchors,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::a,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (a),tactile_target,Tactile target,composite_requires_split,,modality | body_site_and_side | waveform_and_duration,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::a,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (a),baseline_trial_contract,Baseline/control trials,composite_requires_split,,family_or_explicit_none | timing_and_anchor | allocation_rule | resolved_trial_count,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::a,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (a),catch_trial_contract,Catch/no-target trials,composite_requires_split,,family_or_explicit_none | target_role_and_expected_action | allocation_rule | resolved_trial_count,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::a,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (a),repetition_allocation,Repetition allocation,composite_requires_split,,factor_dimensions | repetitions_or_exact_counts | exceptions_or_overrides,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::a,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (a),block_order_contract,Block and order policy,composite_requires_split,,block_count | block_composition,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::a,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (a),study_structure_schedule,Study structure and schedule,composite_requires_split,,sample_and_assignment | design_topology | pps_occasion_schedule | factor_scope_map | protocol_binding,,,not_in_current_design_or_run_plan_schema,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::a,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (a),measurement_acquisition_outcome,Measurement acquisition and outcome,composite_requires_split,,outcome_family_and_primary_measure | acquisition_device_channels_or_native_response_binding | event_trigger_and_clock_sync | acquisition_epoch_or_response_window | primary_outcome_definition,,,not_in_current_design_or_run_plan_schema,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::b,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (b),auditory_stimulus,Auditory stimulus,composite_requires_split,,source_mode | stimulus_identity_or_asset | source_recipe_or_asset_provenance,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::b,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (b),trajectory_kinematics,Trajectory and kinematics,composite_requires_split,,motion_mode | coordinate_frame_body_anchor | geometry | timing_constraint,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::b,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (b),trial_sequence,Trial sequence,composite_requires_split,,trial_families | ordered_elements_and_source_selection,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::b,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (b),task_response,Task and response,composite_requires_split,,target_and_nontarget_rule | response_mode_or_device | response_mapping_or_expected_action | response_window_and_anchor,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::b,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (b),jitter_iti_policy,Jitter and ITI policy,composite_requires_split,,policy_type | timing_scope_and_anchor | values_or_range,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::b,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (b),soa_schedule,SOA schedule,composite_requires_split,,reference_event_and_sign | ordered_soa_values_or_derivable_distance_anchors,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::b,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (b),tactile_target,Tactile target,composite_requires_split,,modality | body_site_and_side | waveform_and_duration,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::b,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (b),baseline_trial_contract,Baseline/control trials,composite_requires_split,,family_or_explicit_none | timing_and_anchor | allocation_rule | resolved_trial_count,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::b,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (b),catch_trial_contract,Catch/no-target trials,composite_requires_split,,family_or_explicit_none | target_role_and_expected_action | allocation_rule | resolved_trial_count,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::b,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (b),repetition_allocation,Repetition allocation,composite_requires_split,,factor_dimensions | repetitions_or_exact_counts | exceptions_or_overrides,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::b,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (b),block_order_contract,Block and order policy,composite_requires_split,,block_count | block_composition,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::b,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (b),study_structure_schedule,Study structure and schedule,composite_requires_split,,sample_and_assignment | design_topology | pps_occasion_schedule | factor_scope_map | protocol_binding,,,not_in_current_design_or_run_plan_schema,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::b,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (b),measurement_acquisition_outcome,Measurement acquisition and outcome,composite_requires_split,,outcome_family_and_primary_measure | acquisition_device_channels_or_native_response_binding | event_trigger_and_clock_sync | acquisition_epoch_or_response_window | primary_outcome_definition,,,not_in_current_design_or_run_plan_schema,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::c,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (c),auditory_stimulus,Auditory stimulus,composite_requires_split,,source_mode | stimulus_identity_or_asset | source_recipe_or_asset_provenance,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::c,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (c),trajectory_kinematics,Trajectory and kinematics,composite_requires_split,,motion_mode | coordinate_frame_body_anchor | geometry | timing_constraint,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::c,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (c),trial_sequence,Trial sequence,composite_requires_split,,trial_families | ordered_elements_and_source_selection,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::c,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (c),task_response,Task and response,composite_requires_split,,target_and_nontarget_rule | response_mode_or_device | response_mapping_or_expected_action | response_window_and_anchor,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::c,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (c),jitter_iti_policy,Jitter and ITI policy,composite_requires_split,,policy_type | timing_scope_and_anchor | values_or_range,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::c,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (c),soa_schedule,SOA schedule,composite_requires_split,,reference_event_and_sign | ordered_soa_values_or_derivable_distance_anchors,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::c,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (c),tactile_target,Tactile target,composite_requires_split,,modality | body_site_and_side | waveform_and_duration,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::c,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (c),baseline_trial_contract,Baseline/control trials,composite_requires_split,,family_or_explicit_none | timing_and_anchor | allocation_rule | resolved_trial_count,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::c,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (c),catch_trial_contract,Catch/no-target trials,composite_requires_split,,family_or_explicit_none | target_role_and_expected_action | allocation_rule | resolved_trial_count,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::c,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (c),repetition_allocation,Repetition allocation,composite_requires_split,,factor_dimensions | repetitions_or_exact_counts | exceptions_or_overrides,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::c,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (c),block_order_contract,Block and order policy,composite_requires_split,,block_count | block_composition,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::c,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (c),study_structure_schedule,Study structure and schedule,composite_requires_split,,sample_and_assignment | design_topology | pps_occasion_schedule | factor_scope_map | protocol_binding,,,not_in_current_design_or_run_plan_schema,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::c,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (c),measurement_acquisition_outcome,Measurement acquisition and outcome,composite_requires_split,,outcome_family_and_primary_measure | acquisition_device_channels_or_native_response_binding | event_trigger_and_clock_sync | acquisition_epoch_or_response_window | primary_outcome_definition,,,not_in_current_design_or_run_plan_schema,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::d,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (d),auditory_stimulus,Auditory stimulus,composite_requires_split,,source_mode | stimulus_identity_or_asset | source_recipe_or_asset_provenance,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::d,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (d),trajectory_kinematics,Trajectory and kinematics,composite_requires_split,,motion_mode | coordinate_frame_body_anchor | geometry | timing_constraint,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::d,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (d),trial_sequence,Trial sequence,composite_requires_split,,trial_families | ordered_elements_and_source_selection,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::d,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (d),task_response,Task and response,composite_requires_split,,target_and_nontarget_rule | response_mode_or_device | response_mapping_or_expected_action | response_window_and_anchor,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::d,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (d),jitter_iti_policy,Jitter and ITI policy,composite_requires_split,,policy_type | timing_scope_and_anchor | values_or_range,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::d,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (d),soa_schedule,SOA schedule,composite_requires_split,,reference_event_and_sign | ordered_soa_values_or_derivable_distance_anchors,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::d,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (d),tactile_target,Tactile target,composite_requires_split,,modality | body_site_and_side | waveform_and_duration,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::d,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (d),baseline_trial_contract,Baseline/control trials,composite_requires_split,,family_or_explicit_none | timing_and_anchor | allocation_rule | resolved_trial_count,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::d,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (d),catch_trial_contract,Catch/no-target trials,composite_requires_split,,family_or_explicit_none | target_role_and_expected_action | allocation_rule | resolved_trial_count,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::d,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (d),repetition_allocation,Repetition allocation,composite_requires_split,,factor_dimensions | repetitions_or_exact_counts | exceptions_or_overrides,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::d,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (d),block_order_contract,Block and order policy,composite_requires_split,,block_count | block_composition,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::d,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (d),study_structure_schedule,Study structure and schedule,composite_requires_split,,sample_and_assignment | design_topology | pps_occasion_schedule | factor_scope_map | protocol_binding,,,not_in_current_design_or_run_plan_schema,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::d,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (d),measurement_acquisition_outcome,Measurement acquisition and outcome,composite_requires_split,,outcome_family_and_primary_measure | acquisition_device_channels_or_native_response_binding | event_trigger_and_clock_sync | acquisition_epoch_or_response_window | primary_outcome_definition,,,not_in_current_design_or_run_plan_schema,disaggregate_record_by_experiment,,,
112,doi:10.1162/089892902320474481::a,farne_ladavas_2002_auditory_pps_humans,Auditory peripersonal space in humans. (a),measurement_acquisition_outcome,Measurement acquisition and outcome,composite_requires_split,,outcome_family_and_primary_measure | acquisition_device_channels_or_native_response_binding | event_trigger_and_clock_sync | acquisition_epoch_or_response_window | primary_outcome_definition,,,not_in_current_design_or_run_plan_schema,disaggregate_record_by_experiment,,,
112,doi:10.1162/089892902320474481::b,farne_ladavas_2002_auditory_pps_humans,Auditory peripersonal space in humans. (b),measurement_acquisition_outcome,Measurement acquisition and outcome,composite_requires_split,,outcome_family_and_primary_measure | acquisition_device_channels_or_native_response_binding | event_trigger_and_clock_sync | acquisition_epoch_or_response_window | primary_outcome_definition,,,not_in_current_design_or_run_plan_schema,disaggregate_record_by_experiment,,,
110,doi:10.1016/j.jneumeth.2019.108534,hobeika_2020_methods,Capturing the dynamics of peripersonal space by integrating expectancy effects and sound propagation properties.,soa_schedule,SOA schedule,conflicting_evidence,"Literal Table 1 timestamps: logarithmic T1-T6 = 405, 1925, 2685, 3065, 3255, 3350 ms for 640, 320, 160, 80, 40, 20 cm; linear T1-T6 = 405, 975, 1545, 2210, 2780, 3350 ms for 640, 520, 400, 260, 140, 20 cm. T_before is tabled as 50 ms and T_after as 3800 ms.",ordered_soa_values_or_derivable_distance_anchors,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.jneumeth.2019.108534__bf25728d3f5d.pdf,"PDF p.5, Table 1; PDF p.6, Figure 2",no_profile,resolve_source_or_arithmetic_conflict,,,
110,doi:10.1016/j.jneumeth.2019.108534,hobeika_2020_methods,Capturing the dynamics of peripersonal space by integrating expectancy effects and sound propagation properties.,baseline_trial_contract,Baseline/control trials,conflicting_evidence,"Two overlapping control families: (1) fixed-source 640-cm trials matched to all eight tactile timestamps, 8 x 24 x 2 distributions = 384 target trials; (2) temporal tactile-only anchors T_before/T_after crossed with looming/fixed, 2 x 2 x 24 x 2 = 192. Their 96 fixed-source endpoint cells overlap, so the union is 480 target trials, not 576.",timing_and_anchor,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.jneumeth.2019.108534__bf25728d3f5d.pdf,"PDF pp.5-7, Table 1, Figures 2-3 and Design",no_profile,resolve_source_or_arithmetic_conflict,,,
