study_row_id,network_node_id,record_id,study_label,experiment_letter,parameter_evidence_scope,contract_key,segment,contract_label,evidence_status,paper_value,composite_record_value,experiment_scoped_source_override,source_review_keys,component_status_json,component_value_json,component_evidence_note_json,coarse_parent_status_json,coarse_parent_value_json,missing_required_components,source_layer,review_date,source_file,page_or_section,evidence_note,derivation_note,toolkit_encoding_status,toolkit_value_summary,profile_source_files,current_toolkit_support,current_toolkit_paths,future_toolkit_paths,legacy_untyped_metadata_paths,compiler_derived_outputs,runtime_or_untyped_inputs,review_action
doi:10.1016/j.cortex.2017.08.033,doi:10.1016/j.cortex.2017.08.033,social_perception_2017,Social perception of others shapes one's own multisensory peripersonal space.,,none,trial_sequence,2,Trial sequence,source_unavailable,,,no,,{},{},{},"{""condition_intermixing"":""source_unavailable"",""task_sequence_rules"":""source_unavailable"",""trial_rows_families"":""source_unavailable""}","{""condition_intermixing"":"""",""task_sequence_rules"":"""",""trial_rows_families"":""""}",trial_families | ordered_elements_and_source_selection,metadata_audit,,,,,,no_profile,,,typed_partial_plus_untyped_row_metadata,design.protocol.trial_strips[].soa_values_ms | design.protocol.trial_strips[].metadata | design.protocol.trial_strips[].elements[].kind | design.protocol.trial_strips[].elements[].source_labels,,,,design.protocol.trial_strips[].metadata::<ordered event semantics>,acquire_or_open_source
doi:10.1016/j.cortex.2017.08.033,doi:10.1016/j.cortex.2017.08.033,social_perception_2017,Social perception of others shapes one's own multisensory peripersonal space.,,none,task_response,runtime,Task and response,source_unavailable,,,no,,{},{},{},"{""response_window"":""source_unavailable"",""task_sequence_rules"":""source_unavailable""}","{""response_window"":"""",""task_sequence_rules"":""""}",target_and_nontarget_rule | response_mode_or_device | response_mapping_or_expected_action | response_window_and_anchor,metadata_audit,,,,,,no_profile,,,untyped_runtime_row_metadata_only,design.protocol.trial_strips[].metadata,,,,design.protocol.trial_strips[].metadata::<response/capture/window keys> | session_runner response policy; fixed global defaults remain an implementation gap,acquire_or_open_source
doi:10.1016/j.cortex.2017.08.033,doi:10.1016/j.cortex.2017.08.033,social_perception_2017,Social perception of others shapes one's own multisensory peripersonal space.,,none,jitter_iti_policy,2,Jitter and ITI policy,source_unavailable,,,no,,{},{},{},"{""iti_jitter_policy"":""source_unavailable""}","{""iti_jitter_policy"":""""}",policy_type | timing_scope_and_anchor | values_or_range,metadata_audit,,,,,,no_profile,,,typed_partial_plus_untyped_runtime_policy,design.protocol.trial_strips[].elements[].jitter_values_ms | design.protocol.trial_strips[].elements[].randomized | design.protocol.trial_strips[].metadata,,,,design.protocol.trial_strips[].metadata::<iti/foreperiod/hazard keys> | session_runner ITI policy,acquire_or_open_source
doi:10.1016/j.cortex.2017.08.033,doi:10.1016/j.cortex.2017.08.033,social_perception_2017,Social perception of others shapes one's own multisensory peripersonal space.,,none,soa_schedule,3,SOA schedule,source_unavailable,,,no,,{},{},{},"{""soa_table"":""source_unavailable""}","{""soa_table"":""""}",reference_event_and_sign | ordered_soa_values_or_derivable_distance_anchors,metadata_audit,,,,,,no_profile,,,typed_first_class,design.protocol.soa_values_ms | design.protocol.spatial_values_cm | design.protocol.pair_spatial_values_with_soas | design.protocol.trial_strips[].soa_values_ms | design.protocol.trial_strips[].spatial_values_cm,,,,,acquire_or_open_source
doi:10.1016/j.cortex.2017.08.033,doi:10.1016/j.cortex.2017.08.033,social_perception_2017,Social perception of others shapes one's own multisensory peripersonal space.,,none,tactile_target,3,Tactile target,source_unavailable,,,no,,{},{},{},"{""tactile_stimulus"":""source_unavailable""}","{""tactile_stimulus"":""""}",modality | body_site_and_side | waveform_and_duration,metadata_audit,,,,,,no_profile,,,typed_site_plus_untyped_runtime_waveform,design.protocol.tactile_sites | design.protocol.trial_strips[].metadata,,,,design.protocol.trial_strips[].metadata::<tactile waveform/calibration/trigger keys> | session_runner tactile synthesis/runtime inputs,acquire_or_open_source
doi:10.1016/j.cortex.2017.08.033,doi:10.1016/j.cortex.2017.08.033,social_perception_2017,Social perception of others shapes one's own multisensory peripersonal space.,,none,baseline_trial_contract,3,Baseline/control trials,source_unavailable,,,no,,{},{},{},"{""baseline_count"":""source_unavailable"",""baseline_strategy"":""source_unavailable"",""baseline_timing"":""source_unavailable""}","{""baseline_count"":"""",""baseline_strategy"":"""",""baseline_timing"":""""}",family_or_explicit_none | timing_and_anchor | allocation_rule | resolved_trial_count,metadata_audit,,,,,,no_profile,,,typed_first_class,design.protocol.include_baseline_trials | design.protocol.baseline_strategy | design.protocol.baseline_trials_exact | design.protocol.baseline_trial_percentage | design.protocol.baseline_soa_values_ms | design.protocol.baseline_custom_trial_mode | design.protocol.baseline_crosses_sequence_variants | design.protocol.trial_strips[].baseline_percentage,,,,,acquire_or_open_source
doi:10.1016/j.cortex.2017.08.033,doi:10.1016/j.cortex.2017.08.033,social_perception_2017,Social perception of others shapes one's own multisensory peripersonal space.,,none,catch_trial_contract,3,Catch/no-target trials,source_unavailable,,,no,,{},{},{},"{""catch_count"":""source_unavailable"",""catch_trial_type"":""source_unavailable""}","{""catch_count"":"""",""catch_trial_type"":""""}",family_or_explicit_none | target_role_and_expected_action | allocation_rule | resolved_trial_count,metadata_audit,,,,,,no_profile,,,typed_partial_plus_untyped_target_role,design.protocol.include_catch_trials | design.protocol.catch_trial_percentage | design.protocol.catch_trials_exact | design.protocol.catch_crosses_sequence_variants | design.protocol.include_auditory_only_trials | design.protocol.auditory_only_trial_percentage | design.protocol.auditory_only_trials_exact | design.protocol.auditory_only_crosses_sequence_variants | design.protocol.trial_strips[].catch_percentage | design.protocol.trial_strips[].elements[].kind,,,,design.protocol.trial_strips[].metadata::<catch target role and expected action>,acquire_or_open_source
doi:10.1016/j.cortex.2017.08.033,doi:10.1016/j.cortex.2017.08.033,social_perception_2017,Social perception of others shapes one's own multisensory peripersonal space.,,none,repetition_allocation,4,Repetition allocation,source_unavailable,,,no,,{},{},{},"{""repetitions_per_tactile_soa_condition"":""source_unavailable"",""total_trial_count"":""source_unavailable""}","{""repetitions_per_tactile_soa_condition"":"""",""total_trial_count"":""""}",factor_dimensions | repetitions_or_exact_counts | exceptions_or_overrides,metadata_audit,,,,,,no_profile,,,typed_first_class,design.protocol.repetitions_per_condition | design.protocol.trial_pool_repetition_defaults | design.protocol.trial_strips[].audio_tactile_percentage | design.protocol.trial_strips[].catch_percentage | design.protocol.trial_strips[].baseline_percentage,,,,compiled trial-pool exact counts,acquire_or_open_source
doi:10.1016/j.cortex.2017.08.033,doi:10.1016/j.cortex.2017.08.033,social_perception_2017,Social perception of others shapes one's own multisensory peripersonal space.,,none,block_order_contract,5,Block and order policy,source_unavailable,,,no,,{},{},{},"{""block_count"":""source_unavailable"",""blocked_or_random_order"":""source_unavailable"",""condition_intermixing"":""source_unavailable"",""total_trial_count"":""source_unavailable""}","{""block_count"":"""",""blocked_or_random_order"":"""",""condition_intermixing"":"""",""total_trial_count"":""""}",block_count | block_composition,metadata_audit,,,,,,no_profile,,,typed_first_class,design.protocol.blocks | design.protocol.block_specs[].stimulus_types | design.protocol.repeat_trial_pool_per_block | design.protocol.distribute_trial_pool_across_blocks | design.protocol.trial_randomization_strategy | design.protocol.block_order_randomization | design.protocol.max_consecutive_same_trial_type,,,,,acquire_or_open_source
doi:10.1016/j.cortex.2017.08.033,doi:10.1016/j.cortex.2017.08.033,social_perception_2017,Social perception of others shapes one's own multisensory peripersonal space.,,none,study_structure_schedule,study_plan,Study structure and schedule,not_assessed,,,no,,{},{},{},{},{},sample_and_assignment | design_topology | pps_occasion_schedule | factor_scope_map | protocol_binding,metadata_audit,,,,,,not_in_current_design_or_run_plan_schema,,,unsupported_no_typed_study_plan,,pps-study-plan.v1::sample_and_assignment | pps-study-plan.v1::factors[] | pps-study-plan.v1::schedule.events[] | pps-study-plan.v1::schedule.events[].protocol_binding | pps-study-plan.v1::assignment_and_order_policy,design.study_profile_reference_parameters.dashboard_run_setup | design.protocol.participant_order_policy.part_membership,participant-to-arm allocation | participant visit/session/measurement schedule | session-group/part identifiers | event-specific profile plus parameter overrides,legacy metadata is provenance-only and must not be treated as a typed study-plan adapter | prepared runner packages currently encode at most one fixed one/two-part participant schedule,create_publication_audit
doi:10.1016/j.cortex.2017.08.033,doi:10.1016/j.cortex.2017.08.033,social_perception_2017,Social perception of others shapes one's own multisensory peripersonal space.,,none,measurement_acquisition_outcome,acquisition,Measurement acquisition and outcome,not_assessed,,,no,,{},{},{},{},{},outcome_family_and_primary_measure | acquisition_device_channels_or_native_response_binding | event_trigger_and_clock_sync | acquisition_epoch_or_response_window | primary_outcome_definition,metadata_audit,,,,,,not_in_current_design_or_run_plan_schema,,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],design.protocol.trial_strips[].metadata::<response/acquisition hints> | FocusLaunchOptions.enable_lsl | FocusLaunchOptions.start_external_labrecorder,native participant response/event rows | PPSMarkersV2 and PPSTriggerCodes marker streams | optional LabRecorder XDF capture and capture report,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",create_publication_audit
doi:10.1016/j.cortex.2020.11.021,doi:10.1016/j.cortex.2020.11.021,ageing_2021,How ageing shapes body and space representations: A comparison study between healthy young and older adults.,,none,auditory_stimulus,1,Auditory stimulus,approximation_required,Three-second broadband looming sound played over near/far physical speakers; exact spectrum/gain law is not reported.,,yes,auditory_stimulus,"{""source_mode"":""reported"",""source_recipe_or_asset_provenance"":""approximation_required"",""stimulus_identity_or_asset"":""reported""}","{""source_mode"":""Three-second broadband looming sound played over near/far physical speakers; exact spectrum/gain law is not reported."",""source_recipe_or_asset_provenance"":""Three-second broadband looming sound played over near/far physical speakers; exact spectrum/gain law is not reported."",""stimulus_identity_or_asset"":""Three-second broadband looming sound played over near/far physical speakers; exact spectrum/gain law is not reported.""}",{},"{""auditory_conditions"":""low_confidence"",""gain_envelope"":""source_unavailable"",""renderer_or_apparatus"":""low_confidence"",""source_provenance"":""low_confidence"",""stimulus_type"":""low_confidence""}","{""auditory_conditions"":""Auto-mined candidates: approaching; IN sound; front; rear; left; right"",""gain_envelope"":"""",""renderer_or_apparatus"":""Auto-mined candidates: loudspeaker(s); speaker(s); Unity; virtual audio source"",""source_provenance"":""Auto-mined candidates: Unity"",""stimulus_type"":""Auto-mined candidates: 150 Hz""}",source_recipe_or_asset_provenance,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.cortex.2020.11.021__cf9743199b72.pdf,"Article pp.60-61 / PDF pp.5-6, Methods",,,no_profile,,,typed_partial_plus_untyped_reference_metadata,design.noises[].noise_type | design.noises[].gain | design.noises[].source_profile | design.noises[].source_profile_parameters | design.noises[].prebaked_path | design.noises[].motion_mode | design.custom_looming_files[].path | design.custom_looming_files[].render_mode | design.custom_looming_files[].tone_type | design.custom_looming_files[].gain | design.custom_looming_files[].motion_mode | design.prestimulus_files[].path | design.prestimulus_files[].render_mode | design.prestimulus_files[].tone_type | design.prestimulus_files[].gain | design.prestimulus_files[].motion_mode | design.sofa_file,,,,design.study_profile_reference_parameters::<auditory level/calibration/apparatus evidence>,choose_and_document_approved_substitute
doi:10.1016/j.cortex.2020.11.021,doi:10.1016/j.cortex.2020.11.021,ageing_2021,How ageing shapes body and space representations: A comparison study between healthy young and older adults.,,none,trajectory_kinematics,1,Trajectory and kinematics,derived_complete,Geometry: Apparent looming between approximately 100 cm and 0 cm on each tested side. Kinematics: Three-second motion over approximately 1 m; nominal speed approximately 0.33 m/s.,,yes,trajectory_kinematics,"{""coordinate_frame_body_anchor"":""reported"",""geometry"":""reported"",""motion_mode"":""reported"",""timing_constraint"":""derived""}","{""coordinate_frame_body_anchor"":""Geometry: Apparent looming between approximately 100 cm and 0 cm on each tested side. Kinematics: Three-second motion over approximately 1 m; nominal speed approximately 0.33 m/s."",""geometry"":""Geometry: Apparent looming between approximately 100 cm and 0 cm on each tested side. Kinematics: Three-second motion over approximately 1 m; nominal speed approximately 0.33 m/s."",""motion_mode"":""Geometry: Apparent looming between approximately 100 cm and 0 cm on each tested side. Kinematics: Three-second motion over approximately 1 m; nominal speed approximately 0.33 m/s."",""timing_constraint"":""Geometry: Apparent looming between approximately 100 cm and 0 cm on each tested side. Kinematics: Three-second motion over approximately 1 m; nominal speed approximately 0.33 m/s.""}",{},"{""gain_envelope"":""source_unavailable"",""renderer_or_apparatus"":""low_confidence"",""stimulus_duration"":""low_confidence"",""stimulus_speed"":""source_unavailable"",""trajectory_count"":""low_confidence"",""trajectory_path"":""low_confidence""}","{""gain_envelope"":"""",""renderer_or_apparatus"":""Auto-mined candidates: loudspeaker(s); speaker(s); Unity; virtual audio source"",""stimulus_duration"":""Auto-mined candidates: duration relative to sound onset; 3 sec; 100 msec"",""stimulus_speed"":"""",""trajectory_count"":""Auto-mined candidates: four body-relative directions"",""trajectory_path"":""Auto-mined candidates: approaching trajectory; 12.85 cm""}",,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.cortex.2020.11.021__cf9743199b72.pdf,Article pp.60-61 / PDF pp.5-6,,1.0 m / 3.0 s.,no_profile,,,typed_partial_plus_untyped_reference_metadata,design.trajectory.path_direction | design.trajectory.coordinate_mode | design.trajectory.start_radius_m | design.trajectory.end_radius_m | design.trajectory.start_x_m | design.trajectory.start_y_m | design.trajectory.start_z_m | design.trajectory.end_x_m | design.trajectory.end_y_m | design.trajectory.end_z_m | design.trajectory.azimuth_start_deg | design.trajectory.azimuth_end_deg | design.trajectory.elevation_deg | design.trajectory.path_length_m | design.trajectory.propagation_speed_mps | design.trajectory.padding_pre_s | design.trajectory.padding_post_s | design.trajectory.use_inverse_square | design.noises[].azimuth_deg | design.noises[].elevation_deg | design.noises[].trajectory_snapshot | design.custom_looming_files[].target_duration_s | design.custom_looming_files[].trajectory_snapshot | design.prestimulus_files[].target_duration_s | design.prestimulus_files[].trajectory_snapshot,,,,design.study_profile_reference_parameters::<participant/body/apparatus coordinate frame>,verify_derivation_and_current_toolkit_mapping
doi:10.1016/j.cortex.2020.11.021,doi:10.1016/j.cortex.2020.11.021,ageing_2021,How ageing shapes body and space representations: A comparison study between healthy young and older adults.,,none,trial_sequence,2,Trial sequence,partial,Trial-sequence evidence recoverable from the prior combined review: Respond with the right foot to hand-vibration targets within a 2-s response window.,,yes,trial_sequence,"{""ordered_elements_and_source_selection"":""not_reported"",""trial_families"":""reported""}","{""ordered_elements_and_source_selection"":"""",""trial_families"":""Trial-sequence evidence recoverable from the prior combined review: Respond with the right foot to hand-vibration targets within a 2-s response window.""}",{},"{""condition_intermixing"":""low_confidence"",""task_sequence_rules"":""low_confidence"",""trial_rows_families"":""low_confidence""}","{""condition_intermixing"":""Auto-mined candidates: randomized"",""task_sequence_rules"":""Auto-mined candidates: catch/no-target trials; tactile target trials"",""trial_rows_families"":""Auto-mined candidates: audio-tactile trials; unimodal tactile trials; catch trials; baseline trials""}",ordered_elements_and_source_selection,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.cortex.2020.11.021__cf9743199b72.pdf,Article pp.60-61 / PDF pp.5-6,,,no_profile,,,typed_partial_plus_untyped_row_metadata,design.protocol.trial_strips[].soa_values_ms | design.protocol.trial_strips[].metadata | design.protocol.trial_strips[].elements[].kind | design.protocol.trial_strips[].elements[].source_labels,,,,design.protocol.trial_strips[].metadata::<ordered event semantics>,extract_missing_required_components
doi:10.1016/j.cortex.2020.11.021,doi:10.1016/j.cortex.2020.11.021,ageing_2021,How ageing shapes body and space representations: A comparison study between healthy young and older adults.,,none,task_response,runtime,Task and response,reported_complete,Respond with the right foot to hand-vibration targets within a 2-s response window.,,yes,task_response,"{""response_mapping_or_expected_action"":""reported"",""response_mode_or_device"":""reported"",""response_window_and_anchor"":""reported"",""target_and_nontarget_rule"":""reported""}","{""response_mapping_or_expected_action"":""Respond with the right foot to hand-vibration targets within a 2-s response window."",""response_mode_or_device"":""Respond with the right foot to hand-vibration targets within a 2-s response window."",""response_window_and_anchor"":""Respond with the right foot to hand-vibration targets within a 2-s response window."",""target_and_nontarget_rule"":""Respond with the right foot to hand-vibration targets within a 2-s response window.""}",{},"{""response_window"":""source_unavailable"",""task_sequence_rules"":""low_confidence""}","{""response_window"":"""",""task_sequence_rules"":""Auto-mined candidates: catch/no-target trials; tactile target trials""}",,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.cortex.2020.11.021__cf9743199b72.pdf,Article pp.60-61 / PDF pp.5-6,,,no_profile,,,untyped_runtime_row_metadata_only,design.protocol.trial_strips[].metadata,,,,design.protocol.trial_strips[].metadata::<response/capture/window keys> | session_runner response policy; fixed global defaults remain an implementation gap,verify_current_toolkit_mapping_or_approve_adapter
doi:10.1016/j.cortex.2020.11.021,doi:10.1016/j.cortex.2020.11.021,ageing_2021,How ageing shapes body and space representations: A comparison study between healthy young and older adults.,,none,jitter_iti_policy,2,Jitter and ITI policy,reported_complete,"Intertrial intervals of 500, 750 or 1000 ms.",,yes,jitter_iti_policy,"{""policy_type"":""reported"",""timing_scope_and_anchor"":""reported"",""values_or_range"":""reported""}","{""policy_type"":""Intertrial intervals of 500, 750 or 1000 ms."",""timing_scope_and_anchor"":""Intertrial intervals of 500, 750 or 1000 ms."",""values_or_range"":""Intertrial intervals of 500, 750 or 1000 ms.""}",{},"{""iti_jitter_policy"":""low_confidence""}","{""iti_jitter_policy"":""Auto-mined candidates: 100 msec; 3 sec""}",,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.cortex.2020.11.021__cf9743199b72.pdf,Article pp.60-61 / PDF pp.5-6,,,no_profile,,,typed_partial_plus_untyped_runtime_policy,design.protocol.trial_strips[].elements[].jitter_values_ms | design.protocol.trial_strips[].elements[].randomized | design.protocol.trial_strips[].metadata,,,,design.protocol.trial_strips[].metadata::<iti/foreperiod/hazard keys> | session_runner ITI policy,verify_current_toolkit_mapping_or_approve_adapter
doi:10.1016/j.cortex.2020.11.021,doi:10.1016/j.cortex.2020.11.021,ageing_2021,How ageing shapes body and space representations: A comparison study between healthy young and older adults.,,none,soa_schedule,3,SOA schedule,reported_complete,"Tactile onsets at 300, 1500 and 2700 ms after sound onset.",,yes,soa_schedule,"{""ordered_soa_values_or_derivable_distance_anchors"":""reported"",""reference_event_and_sign"":""reported""}","{""ordered_soa_values_or_derivable_distance_anchors"":""Tactile onsets at 300, 1500 and 2700 ms after sound onset."",""reference_event_and_sign"":""Tactile onsets at 300, 1500 and 2700 ms after sound onset.""}",{},"{""soa_table"":""source_unavailable""}","{""soa_table"":""""}",,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.cortex.2020.11.021__cf9743199b72.pdf,Article pp.60-61 / PDF pp.5-6,,,no_profile,,,typed_first_class,design.protocol.soa_values_ms | design.protocol.spatial_values_cm | design.protocol.pair_spatial_values_with_soas | design.protocol.trial_strips[].soa_values_ms | design.protocol.trial_strips[].spatial_values_cm,,,,,verify_current_toolkit_mapping_or_approve_adapter
doi:10.1016/j.cortex.2020.11.021,doi:10.1016/j.cortex.2020.11.021,ageing_2021,How ageing shapes body and space representations: A comparison study between healthy young and older adults.,,none,tactile_target,3,Tactile target,approximation_required,"100-ms, 150-Hz hand vibration; exact intensity/calibration requires further atomic review.",,yes,tactile_target,"{""body_site_and_side"":""reported"",""modality"":""reported"",""waveform_and_duration"":""approximation_required""}","{""body_site_and_side"":""100-ms, 150-Hz hand vibration; exact intensity/calibration requires further atomic review."",""modality"":""100-ms, 150-Hz hand vibration; exact intensity/calibration requires further atomic review."",""waveform_and_duration"":""100-ms, 150-Hz hand vibration; exact intensity/calibration requires further atomic review.""}",{},"{""tactile_stimulus"":""low_confidence""}","{""tactile_stimulus"":""Auto-mined candidates: vibrotactile stimulation; 60 mA; 150 Hz; 100 msec""}",waveform_and_duration,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.cortex.2020.11.021__cf9743199b72.pdf,Article pp.60-61 / PDF pp.5-6,,,no_profile,,,typed_site_plus_untyped_runtime_waveform,design.protocol.tactile_sites | design.protocol.trial_strips[].metadata,,,,design.protocol.trial_strips[].metadata::<tactile waveform/calibration/trigger keys> | session_runner tactile synthesis/runtime inputs,choose_and_document_approved_substitute
doi:10.1016/j.cortex.2020.11.021,doi:10.1016/j.cortex.2020.11.021,ageing_2021,How ageing shapes body and space representations: A comparison study between healthy young and older adults.,,none,baseline_trial_contract,3,Baseline/control trials,derived_complete,"Tactile-only baseline at each of three SOAs on each tested side, 10 repetitions per SOA/side: 3 x 2 x 10 = 60 baseline trials.",,yes,baseline_trial_contract,"{""allocation_rule"":""reported"",""family_or_explicit_none"":""reported"",""resolved_trial_count"":""derived"",""timing_and_anchor"":""reported""}","{""allocation_rule"":""Tactile-only baseline at each of three SOAs on each tested side, 10 repetitions per SOA/side: 3 x 2 x 10 = 60 baseline trials."",""family_or_explicit_none"":""Tactile-only baseline at each of three SOAs on each tested side, 10 repetitions per SOA/side: 3 x 2 x 10 = 60 baseline trials."",""resolved_trial_count"":""Tactile-only baseline at each of three SOAs on each tested side, 10 repetitions per SOA/side: 3 x 2 x 10 = 60 baseline trials."",""timing_and_anchor"":""Tactile-only baseline at each of three SOAs on each tested side, 10 repetitions per SOA/side: 3 x 2 x 10 = 60 baseline trials.""}",{},"{""baseline_count"":""source_unavailable"",""baseline_strategy"":""low_confidence"",""baseline_timing"":""low_confidence""}","{""baseline_count"":"""",""baseline_strategy"":""Auto-mined candidates: unimodal tactile baseline"",""baseline_timing"":""Auto-mined candidates: 100 msec; 3 sec""}",,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.cortex.2020.11.021__cf9743199b72.pdf,"Article pp.60-61 / PDF pp.5-6, Methods",,3 SOAs x 2 sides x 10 repetitions = 60.,no_profile,,,typed_first_class,design.protocol.include_baseline_trials | design.protocol.baseline_strategy | design.protocol.baseline_trials_exact | design.protocol.baseline_trial_percentage | design.protocol.baseline_soa_values_ms | design.protocol.baseline_custom_trial_mode | design.protocol.baseline_crosses_sequence_variants | design.protocol.trial_strips[].baseline_percentage,,,,,verify_derivation_and_current_toolkit_mapping
doi:10.1016/j.cortex.2020.11.021,doi:10.1016/j.cortex.2020.11.021,ageing_2021,How ageing shapes body and space representations: A comparison study between healthy young and older adults.,,none,catch_trial_contract,3,Catch/no-target trials,reported_complete,Twenty auditory-only catch trials per side.,,yes,catch_trial_contract,"{""allocation_rule"":""reported"",""family_or_explicit_none"":""reported"",""resolved_trial_count"":""reported"",""target_role_and_expected_action"":""reported""}","{""allocation_rule"":""Twenty auditory-only catch trials per side."",""family_or_explicit_none"":""Twenty auditory-only catch trials per side."",""resolved_trial_count"":""Twenty auditory-only catch trials per side."",""target_role_and_expected_action"":""Twenty auditory-only catch trials per side.""}",{},"{""catch_count"":""low_confidence"",""catch_trial_type"":""low_confidence""}","{""catch_count"":""Auto-mined candidates: 32 trials"",""catch_trial_type"":""Auto-mined candidates: auditory-only catch trials; 32 trials""}",,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.cortex.2020.11.021__cf9743199b72.pdf,Article pp.60-61 / PDF pp.5-6,,,no_profile,,,typed_partial_plus_untyped_target_role,design.protocol.include_catch_trials | design.protocol.catch_trial_percentage | design.protocol.catch_trials_exact | design.protocol.catch_crosses_sequence_variants | design.protocol.include_auditory_only_trials | design.protocol.auditory_only_trial_percentage | design.protocol.auditory_only_trials_exact | design.protocol.auditory_only_crosses_sequence_variants | design.protocol.trial_strips[].catch_percentage | design.protocol.trial_strips[].elements[].kind,,,,design.protocol.trial_strips[].metadata::<catch target role and expected action>,verify_current_toolkit_mapping_or_approve_adapter
doi:10.1016/j.cortex.2020.11.021,doi:10.1016/j.cortex.2020.11.021,ageing_2021,How ageing shapes body and space representations: A comparison study between healthy young and older adults.,,none,repetition_allocation,4,Repetition allocation,reported_complete,"Twenty bimodal repetitions per SOA and side; 110 trials per side, 220 total.",,yes,repetition_allocation,"{""exceptions_or_overrides"":""reported"",""factor_dimensions"":""reported"",""repetitions_or_exact_counts"":""reported""}","{""exceptions_or_overrides"":""Twenty bimodal repetitions per SOA and side; 110 trials per side, 220 total."",""factor_dimensions"":""Twenty bimodal repetitions per SOA and side; 110 trials per side, 220 total."",""repetitions_or_exact_counts"":""Twenty bimodal repetitions per SOA and side; 110 trials per side, 220 total.""}",{},"{""repetitions_per_tactile_soa_condition"":""low_confidence"",""total_trial_count"":""low_confidence""}","{""repetitions_per_tactile_soa_condition"":""Auto-mined candidates: 32 trials"",""total_trial_count"":""Auto-mined candidates: 32 trials""}",,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.cortex.2020.11.021__cf9743199b72.pdf,Article pp.60-61 / PDF pp.5-6,,,no_profile,,,typed_first_class,design.protocol.repetitions_per_condition | design.protocol.trial_pool_repetition_defaults | design.protocol.trial_strips[].audio_tactile_percentage | design.protocol.trial_strips[].catch_percentage | design.protocol.trial_strips[].baseline_percentage,,,,compiled trial-pool exact counts,verify_current_toolkit_mapping_or_approve_adapter
doi:10.1016/j.cortex.2020.11.021,doi:10.1016/j.cortex.2020.11.021,ageing_2021,How ageing shapes body and space representations: A comparison study between healthy young and older adults.,,none,block_order_contract,5,Block and order policy,reported_complete,Left/right side runs totaled 110 trials each; side order randomized.,,yes,block_order_contract,"{""block_composition"":""reported"",""block_count"":""reported""}","{""block_composition"":""Left/right side runs totaled 110 trials each; side order randomized."",""block_count"":""Left/right side runs totaled 110 trials each; side order randomized.""}",{},"{""block_count"":""source_unavailable"",""blocked_or_random_order"":""low_confidence"",""condition_intermixing"":""low_confidence"",""total_trial_count"":""low_confidence""}","{""block_count"":"""",""blocked_or_random_order"":""Auto-mined candidates: randomized/random order"",""condition_intermixing"":""Auto-mined candidates: randomized"",""total_trial_count"":""Auto-mined candidates: 32 trials""}",,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.cortex.2020.11.021__cf9743199b72.pdf,Article pp.60-61 / PDF pp.5-6,,,no_profile,,,typed_first_class,design.protocol.blocks | design.protocol.block_specs[].stimulus_types | design.protocol.repeat_trial_pool_per_block | design.protocol.distribute_trial_pool_across_blocks | design.protocol.trial_randomization_strategy | design.protocol.block_order_randomization | design.protocol.max_consecutive_same_trial_type,,,,,verify_current_toolkit_mapping_or_approve_adapter
