record_id,citation_short,doi,coverage_category,pdf_status,supplement_status,visualization_audit_status,visualization_type,visualization_label,candidate_status,detected_terms,source_file,page_or_section,visual_verification_required,plotted_parameter_visual_checklist,manual_review_fields,evidence_note
canzoneri_2013_amputation_prosthesis,Canzoneri et al. (2013b),10.1038/srep02844,covered_blocked_missing_publication_parameters,downloaded,needs_user_download,source_mined,condition_group_bar_box_summary,Condition/group bar or box summary,inferred_low_confidence,mean; sem; condition; group; pre; post,artifacts/paper_metadata_audit/extracted/fallback/canzoneri_2013_amputation_prosthesis/canzoneri_2013_amputation_prosthesis.fallback.txt,"source page/section(s) 4, 6, 5",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
canzoneri_2013_amputation_prosthesis,Canzoneri et al. (2013b),10.1038/srep02844,covered_blocked_missing_publication_parameters,downloaded,needs_user_download,source_mined,near_far_or_distance_bin_plot,Near/far or distance-bin plot,inferred_low_confidence,near; far; close; d1; d2; d3; d4; d5; proximal; distal; d6,artifacts/paper_metadata_audit/extracted/fallback/canzoneri_2013_amputation_prosthesis/canzoneri_2013_amputation_prosthesis.fallback.txt,"source page/section(s) 4, 3, 7",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
canzoneri_2013_amputation_prosthesis,Canzoneri et al. (2013b),10.1038/srep02844,covered_blocked_missing_publication_parameters,downloaded,needs_user_download,source_mined,apparatus_trajectory_schematic,Apparatus or trajectory schematic,inferred_low_confidence,figure; approaching; receding; participant; tactile; source; speaker; loudspeaker,artifacts/paper_metadata_audit/extracted/fallback/canzoneri_2013_amputation_prosthesis/canzoneri_2013_amputation_prosthesis.fallback.txt,"source page/section(s) 2, 4, 7",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
canzoneri_2013_amputation_prosthesis,Canzoneri et al. (2013b),10.1038/srep02844,covered_blocked_missing_publication_parameters,downloaded,needs_user_download,source_mined,neural_trace_topography_or_brain_map,"Neural trace, topography, or brain map",inferred_low_confidence,erp; tms; fmri; bold; topographic; brain; cortex; electrode,artifacts/paper_metadata_audit/extracted/fallback/canzoneri_2013_amputation_prosthesis/canzoneri_2013_amputation_prosthesis.fallback.txt,source page/section(s) 7,yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
ferri_2015_jneurosci_itv,"Ferri et al. (2015), JNeurosci",10.1523/jneurosci.1696-15.2015,not_yet_templated_missing_publication_parameters,downloaded,paywalled,source_mined,rt_by_soa_or_distance_curve,RT by SOA/distance curve,inferred_low_confidence,rt; temporal delay; distance; t1; t2; t5; d1; d2; t3; t4; curve; plot,artifacts/paper_metadata_audit/extracted/fallback/ferri_2015_jneurosci_itv/ferri_2015_jneurosci_itv.fallback.txt,"source page/section(s) 4, 7, 3",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
ferri_2015_jneurosci_itv,"Ferri et al. (2015), JNeurosci",10.1523/jneurosci.1696-15.2015,not_yet_templated_missing_publication_parameters,downloaded,paywalled,source_mined,sigmoid_psychometric_fit,Sigmoid or psychometric fit,inferred_low_confidence,sigmoid; fit; fitted; r2; slope,artifacts/paper_metadata_audit/extracted/fallback/ferri_2015_jneurosci_itv/ferri_2015_jneurosci_itv.fallback.txt,"source page/section(s) 6, 2, 3",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
ferri_2015_jneurosci_itv,"Ferri et al. (2015), JNeurosci",10.1523/jneurosci.1696-15.2015,not_yet_templated_missing_publication_parameters,downloaded,paywalled,source_mined,pps_boundary_or_size_index,PPS boundary or size index,inferred_low_confidence,pps boundary; boundary; threshold; index; extension; extent,artifacts/paper_metadata_audit/extracted/fallback/ferri_2015_jneurosci_itv/ferri_2015_jneurosci_itv.fallback.txt,"source page/section(s) 2, 8, 9",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
ferri_2015_jneurosci_itv,"Ferri et al. (2015), JNeurosci",10.1523/jneurosci.1696-15.2015,not_yet_templated_missing_publication_parameters,downloaded,paywalled,source_mined,near_far_or_distance_bin_plot,Near/far or distance-bin plot,inferred_low_confidence,near; far; close; distant; d2; d4; d5; d1,artifacts/paper_metadata_audit/extracted/fallback/ferri_2015_jneurosci_itv/ferri_2015_jneurosci_itv.fallback.txt,"source page/section(s) 6, 4, 9",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
ferri_2015_jneurosci_itv,"Ferri et al. (2015), JNeurosci",10.1523/jneurosci.1696-15.2015,not_yet_templated_missing_publication_parameters,downloaded,paywalled,source_mined,apparatus_trajectory_schematic,Apparatus or trajectory schematic,inferred_low_confidence,fig.; apparatus; setup; speaker; loudspeaker; approaching; receding; looming; participant; tactile; source; figure,artifacts/paper_metadata_audit/extracted/fallback/ferri_2015_jneurosci_itv/ferri_2015_jneurosci_itv.fallback.txt,"source page/section(s) 2, 7, 4",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
ferri_2015_jneurosci_itv,"Ferri et al. (2015), JNeurosci",10.1523/jneurosci.1696-15.2015,not_yet_templated_missing_publication_parameters,downloaded,paywalled,source_mined,neural_trace_topography_or_brain_map,"Neural trace, topography, or brain map",inferred_low_confidence,erp; fmri; bold; brain; cortex; electrode; amplitude; tms,artifacts/paper_metadata_audit/extracted/fallback/ferri_2015_jneurosci_itv/ferri_2015_jneurosci_itv.fallback.txt,"source page/section(s) 2, 7, 11",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
ferri_2015_jneurosci_itv,"Ferri et al. (2015), JNeurosci",10.1523/jneurosci.1696-15.2015,not_yet_templated_missing_publication_parameters,downloaded,paywalled,source_mined,model_parameter_or_fit_table,Model parameter or fit table,inferred_low_confidence,model; parameter; slope; intercept; table; rmse; coefficient,artifacts/paper_metadata_audit/extracted/fallback/ferri_2015_jneurosci_itv/ferri_2015_jneurosci_itv.fallback.txt,"source page/section(s) 3, 5, 6",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
galli_2015_wheelchair,Galli et al. (2015),10.3389/fpsyg.2015.00639,covered_blocked_toolkit_structure,downloaded,needs_user_download,source_mined,rt_by_soa_or_distance_curve,RT by SOA/distance curve,inferred_low_confidence,reaction time; rt; temporal delay; distance; t1; t2; t3; d1; d2,artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"source page/section(s) 5, 3, 6",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
galli_2015_wheelchair,Galli et al. (2015),10.3389/fpsyg.2015.00639,covered_blocked_toolkit_structure,downloaded,needs_user_download,source_mined,pps_boundary_or_size_index,PPS boundary or size index,inferred_low_confidence,threshold; extension; extent,artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,source page/section(s) 4,yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
galli_2015_wheelchair,Galli et al. (2015),10.3389/fpsyg.2015.00639,covered_blocked_toolkit_structure,downloaded,needs_user_download,source_mined,condition_group_bar_box_summary,Condition/group bar or box summary,inferred_low_confidence,mean; sem; condition; group; pre; post; baseline; comparison,artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"source page/section(s) 5, 7, 8",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
galli_2015_wheelchair,Galli et al. (2015),10.3389/fpsyg.2015.00639,covered_blocked_toolkit_structure,downloaded,needs_user_download,source_mined,spatial_map_heatmap_or_body_boundary,"Spatial map, heatmap, or body boundary",inferred_low_confidence,map; near space; body-centered,artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,source page/section(s) 9,yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
galli_2015_wheelchair,Galli et al. (2015),10.3389/fpsyg.2015.00639,covered_blocked_toolkit_structure,downloaded,needs_user_download,source_mined,near_far_or_distance_bin_plot,Near/far or distance-bin plot,inferred_low_confidence,distant; d1; d2; d3; d4; d5; d6; close; near; far,artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"source page/section(s) 6, 5, 3",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
galli_2015_wheelchair,Galli et al. (2015),10.3389/fpsyg.2015.00639,covered_blocked_toolkit_structure,downloaded,needs_user_download,source_mined,apparatus_trajectory_schematic,Apparatus or trajectory schematic,inferred_low_confidence,figure; schematic; setup; speaker; loudspeaker; approaching; looming; participant; tactile; source,artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,"source page/section(s) 3, 2, 4",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
galli_2015_wheelchair,Galli et al. (2015),10.3389/fpsyg.2015.00639,covered_blocked_toolkit_structure,downloaded,needs_user_download,source_mined,neural_trace_topography_or_brain_map,"Neural trace, topography, or brain map",inferred_low_confidence,erp; tms; brain; cortex,artifacts/paper_metadata_audit/extracted/fallback/galli_2015_wheelchair/galli_2015_wheelchair.fallback.txt,source page/section(s) 11,yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
noel_2015_bodily_self,Noel et al. (2015a),10.1016/j.cognition.2015.07.012,covered_runnable_profile,downloaded,not_found,source_mined,rt_by_soa_or_distance_curve,RT by SOA/distance curve,inferred_low_confidence,reaction time; rt; facilitation; soa; distance; t1; t2; d1; plotted; plot; temporal delay,artifacts/paper_metadata_audit/extracted/fallback/noel_2015_bodily_self/noel_2015_bodily_self.fallback.txt,"source page/section(s) 4, 3, 5",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
noel_2015_bodily_self,Noel et al. (2015a),10.1016/j.cognition.2015.07.012,covered_runnable_profile,downloaded,not_found,source_mined,pps_boundary_or_size_index,PPS boundary or size index,inferred_low_confidence,pps boundary; boundary; extension,artifacts/paper_metadata_audit/extracted/fallback/noel_2015_bodily_self/noel_2015_bodily_self.fallback.txt,"source page/section(s) 6, 4, 5",yes,Render and inspect the source figure/table/page; record figure/table/panel pointer; verify x-axis values and units; verify y-axis metric and units; verify plotted SOA/distance/bin labels; verify model parameters/boundary/index values when shown; verify uncertainty display; cross-check plotted parameters against methods/results tables or text.,figure/table/panel pointer; visualization form; x and y encodings; PPS metric shown; model function if any; boundary/index definition; condition facets; uncertainty display; visual verification status for plotted parameters.,"Automated PPS visualization miner found result/figure/model terms; verify against figures, captions, axes, legends, and results text before treating this visualization form as confirmed."
