study_row_id,network_node_id,record_id,parameter_evidence_scope,target_parameter_path,value_raw,value_normalized,unit,field_status,confidence_score,confidence_label,source_type,source_file,page_or_section,evidence_note,review_attempts,protocol_lineage_id,orientation_evidence_class,provisional_implementation_hint,target_dictionary_pointer,reviewer_note,review_date
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.analysis.nuisance_terms,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,analysis_only,target_method_validation_dictionary.csv::target.analysis.nuisance_terms,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.analysis.pps_visualization_forms,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,analysis_only,target_method_validation_dictionary.csv::target.analysis.pps_visualization_forms,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.analysis.primary_analysis_inclusion_rule,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,analysis_only,target_method_validation_dictionary.csv::target.analysis.primary_analysis_inclusion_rule,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.analysis.primary_outcome,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,analysis_only,target_method_validation_dictionary.csv::target.analysis.primary_outcome,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.analysis.proximity_coding,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,analysis_only,target_method_validation_dictionary.csv::target.analysis.proximity_coding,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.analysis.quality_gate_criteria,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,analysis_only,target_method_validation_dictionary.csv::target.analysis.quality_gate_criteria,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.analysis.sigmoid_boundary_definition,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,analysis_only,target_method_validation_dictionary.csv::target.analysis.sigmoid_boundary_definition,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.analysis.topup_analysis_handling,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,analysis_only,target_method_validation_dictionary.csv::target.analysis.topup_analysis_handling,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.analysis.uncertainty_metric,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,analysis_only,target_method_validation_dictionary.csv::target.analysis.uncertainty_metric,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.block_design.block_count,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,manual_review,block_count: artifacts/paper_metadata_audit/publication_pdfs/farne_ladavas_2002_auditory_pps_humans.pdf,"block_count: PDF pp.11-12, Experiment 1 and Experiment 2",coarse parents block_count; block_count:reported; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.block_design.block_count,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.block_design.block_labels,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.block_design.block_labels,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.block_design.block_order_randomization,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,manual_review,blocked_or_random_order: artifacts/paper_metadata_audit/publication_pdfs/farne_ladavas_2002_auditory_pps_humans.pdf,"blocked_or_random_order: PDF p.12, Experiment 1",coarse parents blocked_or_random_order; blocked_or_random_order:reported; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.block_design.block_order_randomization,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.block_design.block_stimulus_types,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.block_design.block_stimulus_types,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.block_design.condition_blocking_or_intermixing,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,manual_review,blocked_or_random_order: artifacts/paper_metadata_audit/publication_pdfs/farne_ladavas_2002_auditory_pps_humans.pdf,"blocked_or_random_order: PDF p.12, Experiment 1",coarse parents blocked_or_random_order; blocked_or_random_order:reported; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.block_design.condition_blocking_or_intermixing,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.block_design.distribute_trial_pool_across_blocks,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.block_design.distribute_trial_pool_across_blocks,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.block_design.max_consecutive_same_trial_type,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,manual_review,blocked_or_random_order: artifacts/paper_metadata_audit/publication_pdfs/farne_ladavas_2002_auditory_pps_humans.pdf,"blocked_or_random_order: PDF p.12, Experiment 1",coarse parents blocked_or_random_order; blocked_or_random_order:reported; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.block_design.max_consecutive_same_trial_type,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.block_design.per_block_duration_estimates,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,derived_materialized,target_method_validation_dictionary.csv::target.block_design.per_block_duration_estimates,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.block_design.per_block_trial_counts,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,derived_materialized,target_method_validation_dictionary.csv::target.block_design.per_block_trial_counts,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.block_design.random_seed,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.block_design.random_seed,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.block_design.repeat_trial_pool_per_block,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.block_design.repeat_trial_pool_per_block,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.block_design.row_order_constraints,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,manual_review,blocked_or_random_order: artifacts/paper_metadata_audit/publication_pdfs/farne_ladavas_2002_auditory_pps_humans.pdf,"blocked_or_random_order: PDF p.12, Experiment 1",coarse parents blocked_or_random_order; blocked_or_random_order:reported; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.block_design.row_order_constraints,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.block_design.trial_randomization_strategy,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,manual_review,blocked_or_random_order: artifacts/paper_metadata_audit/publication_pdfs/farne_ladavas_2002_auditory_pps_humans.pdf,"blocked_or_random_order: PDF p.12, Experiment 1",coarse parents blocked_or_random_order; blocked_or_random_order:reported; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.block_design.trial_randomization_strategy,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.block_design.within_family_queue_policy,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,manual_review,blocked_or_random_order: artifacts/paper_metadata_audit/publication_pdfs/farne_ladavas_2002_auditory_pps_humans.pdf,"blocked_or_random_order: PDF p.12, Experiment 1",coarse parents blocked_or_random_order; blocked_or_random_order:reported; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.block_design.within_family_queue_policy,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.profile_finalization.instruction_audio_identity,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.profile_finalization.instruction_audio_identity,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.profile_finalization.instruction_button_labels,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.profile_finalization.instruction_button_labels,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.profile_finalization.instruction_continue_modes,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.profile_finalization.instruction_continue_modes,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.profile_finalization.instruction_delay_ms,,,ms,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.profile_finalization.instruction_delay_ms,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.profile_finalization.instruction_slot_labels,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.profile_finalization.instruction_slot_labels,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.profile_finalization.instruction_slots_enabled,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.profile_finalization.instruction_slots_enabled,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.profile_finalization.order_preview_count,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.profile_finalization.order_preview_count,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.profile_finalization.part_block_membership,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.profile_finalization.part_block_membership,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.profile_finalization.part_count,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.profile_finalization.part_count,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.profile_finalization.part_labels,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.profile_finalization.part_labels,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.profile_finalization.participant_order_algorithm,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.profile_finalization.participant_order_algorithm,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.profile_finalization.participant_order_seed,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.profile_finalization.participant_order_seed,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.profile_finalization.participant_order_version,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.profile_finalization.participant_order_version,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.profile_finalization.profile_finalization_policy,,,,not_covered_by_current_audit,0.82,high_confidence_extraction,manual_review,,,not covered by current 25-field audit,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.profile_finalization.profile_finalization_policy,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.rendering.audio_interface_model,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,manual_review,renderer_or_apparatus: artifacts/paper_metadata_audit/publication_pdfs/farne_ladavas_2002_auditory_pps_humans.pdf,"renderer_or_apparatus: PDF p.11, Materials and Procedure",coarse parents renderer_or_apparatus; renderer_or_apparatus:reported; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,freeform_metadata_only,target_method_validation_dictionary.csv::target.rendering.audio_interface_model,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.rendering.audio_output_mode,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,manual_review,renderer_or_apparatus: artifacts/paper_metadata_audit/publication_pdfs/farne_ladavas_2002_auditory_pps_humans.pdf,"renderer_or_apparatus: PDF p.11, Materials and Procedure",coarse parents renderer_or_apparatus; renderer_or_apparatus:reported; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.rendering.audio_output_mode,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.rendering.audiovisual_synchrony_policy,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,manual_review,renderer_or_apparatus: artifacts/paper_metadata_audit/publication_pdfs/farne_ladavas_2002_auditory_pps_humans.pdf,"renderer_or_apparatus: PDF p.11, Materials and Procedure",coarse parents renderer_or_apparatus; renderer_or_apparatus:reported; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,unsupported_structural_gap,target_method_validation_dictionary.csv::target.rendering.audiovisual_synchrony_policy,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.rendering.body_rendering_mode,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,manual_review,renderer_or_apparatus: artifacts/paper_metadata_audit/publication_pdfs/farne_ladavas_2002_auditory_pps_humans.pdf,"renderer_or_apparatus: PDF p.11, Materials and Procedure",coarse parents renderer_or_apparatus; renderer_or_apparatus:reported; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,freeform_metadata_only,target_method_validation_dictionary.csv::target.rendering.body_rendering_mode,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.rendering.distance_gain_policy,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,manual_review,gain_envelope: artifacts/paper_metadata_audit/publication_pdfs/farne_ladavas_2002_auditory_pps_humans.pdf,"gain_envelope: PDF p.11, Experiment 1",coarse parents gain_envelope; gain_envelope:reported; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,backend_schema_only,target_method_validation_dictionary.csv::target.rendering.distance_gain_policy,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.rendering.drr_iacc_policy,,,,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,manual_review,renderer_or_apparatus: artifacts/paper_metadata_audit/publication_pdfs/farne_ladavas_2002_auditory_pps_humans.pdf,"renderer_or_apparatus: PDF p.11, Materials and Procedure",coarse parents renderer_or_apparatus; renderer_or_apparatus:reported; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,backend_schema_only,target_method_validation_dictionary.csv::target.rendering.drr_iacc_policy,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.rendering.end_spl_db,,,dB,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,manual_review,gain_envelope: artifacts/paper_metadata_audit/publication_pdfs/farne_ladavas_2002_auditory_pps_humans.pdf,"gain_envelope: PDF p.11, Experiment 1",coarse parents gain_envelope; gain_envelope:reported; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,first_class_gui,target_method_validation_dictionary.csv::target.rendering.end_spl_db,,
doi:10.1162/089892902320474481::a,doi:10.1162/089892902320474481,farne_ladavas_2002_auditory_pps_humans,composite_requires_split,target.rendering.estimated_full_scale_spl_db,,,dB,composite_parent_atomic_unreviewed,0.82,high_confidence_extraction,manual_review,gain_envelope: artifacts/paper_metadata_audit/publication_pdfs/farne_ladavas_2002_auditory_pps_humans.pdf,"gain_envelope: PDF p.11, Experiment 1",coarse parents gain_envelope; gain_envelope:reported; see publication_parameter_evidence_detail.csv for full parent value/note,metadata_audit.jsonl::record_id=farne_ladavas_2002_auditory_pps_humans::review_attempts,,,backend_schema_only,target_method_validation_dictionary.csv::target.rendering.estimated_full_scale_spl_db,,
