priority_score,study_row_id,record_id,study_label,contract_key,contract_label,evidence_status,paper_value,missing_required_components,source_file,page_or_section,toolkit_encoding_status,review_action,reviewer_decision,reviewer_note,review_date
112,doi:10.1016/j.neuropsychologia.2026.109490::a,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (a),block_order_contract,Block and order policy,composite_requires_split,,block_count | block_composition,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::b,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (b),auditory_stimulus,Auditory stimulus,composite_requires_split,,source_mode | stimulus_identity_or_asset | source_recipe_or_asset_provenance,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::b,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (b),trajectory_kinematics,Trajectory and kinematics,composite_requires_split,,motion_mode | coordinate_frame_body_anchor | geometry | timing_constraint,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::b,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (b),trial_sequence,Trial sequence,composite_requires_split,,trial_families | ordered_elements_and_source_selection,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::b,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (b),task_response,Task and response,composite_requires_split,,target_and_nontarget_rule | response_mode_or_device | response_mapping_or_expected_action | response_window_and_anchor,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::b,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (b),jitter_iti_policy,Jitter and ITI policy,composite_requires_split,,policy_type | timing_scope_and_anchor | values_or_range,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::b,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (b),soa_schedule,SOA schedule,composite_requires_split,,reference_event_and_sign | ordered_soa_values_or_derivable_distance_anchors,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::b,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (b),tactile_target,Tactile target,composite_requires_split,,modality | body_site_and_side | waveform_and_duration,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::b,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (b),baseline_trial_contract,Baseline/control trials,composite_requires_split,,family_or_explicit_none | timing_and_anchor | allocation_rule | resolved_trial_count,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::b,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (b),catch_trial_contract,Catch/no-target trials,composite_requires_split,,family_or_explicit_none | target_role_and_expected_action | allocation_rule | resolved_trial_count,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::b,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (b),repetition_allocation,Repetition allocation,composite_requires_split,,factor_dimensions | repetitions_or_exact_counts | exceptions_or_overrides,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::b,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (b),block_order_contract,Block and order policy,composite_requires_split,,block_count | block_composition,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::c,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (c),auditory_stimulus,Auditory stimulus,composite_requires_split,,source_mode | stimulus_identity_or_asset | source_recipe_or_asset_provenance,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::c,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (c),trajectory_kinematics,Trajectory and kinematics,composite_requires_split,,motion_mode | coordinate_frame_body_anchor | geometry | timing_constraint,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::c,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (c),trial_sequence,Trial sequence,composite_requires_split,,trial_families | ordered_elements_and_source_selection,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::c,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (c),task_response,Task and response,composite_requires_split,,target_and_nontarget_rule | response_mode_or_device | response_mapping_or_expected_action | response_window_and_anchor,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::c,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (c),jitter_iti_policy,Jitter and ITI policy,composite_requires_split,,policy_type | timing_scope_and_anchor | values_or_range,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::c,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (c),soa_schedule,SOA schedule,composite_requires_split,,reference_event_and_sign | ordered_soa_values_or_derivable_distance_anchors,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::c,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (c),tactile_target,Tactile target,composite_requires_split,,modality | body_site_and_side | waveform_and_duration,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::c,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (c),baseline_trial_contract,Baseline/control trials,composite_requires_split,,family_or_explicit_none | timing_and_anchor | allocation_rule | resolved_trial_count,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::c,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (c),catch_trial_contract,Catch/no-target trials,composite_requires_split,,family_or_explicit_none | target_role_and_expected_action | allocation_rule | resolved_trial_count,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::c,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (c),repetition_allocation,Repetition allocation,composite_requires_split,,factor_dimensions | repetitions_or_exact_counts | exceptions_or_overrides,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::c,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (c),block_order_contract,Block and order policy,composite_requires_split,,block_count | block_composition,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::d,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (d),auditory_stimulus,Auditory stimulus,composite_requires_split,,source_mode | stimulus_identity_or_asset | source_recipe_or_asset_provenance,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::d,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (d),trajectory_kinematics,Trajectory and kinematics,composite_requires_split,,motion_mode | coordinate_frame_body_anchor | geometry | timing_constraint,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::d,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (d),trial_sequence,Trial sequence,composite_requires_split,,trial_families | ordered_elements_and_source_selection,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::d,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (d),task_response,Task and response,composite_requires_split,,target_and_nontarget_rule | response_mode_or_device | response_mapping_or_expected_action | response_window_and_anchor,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::d,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (d),jitter_iti_policy,Jitter and ITI policy,composite_requires_split,,policy_type | timing_scope_and_anchor | values_or_range,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::d,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (d),soa_schedule,SOA schedule,composite_requires_split,,reference_event_and_sign | ordered_soa_values_or_derivable_distance_anchors,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::d,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (d),tactile_target,Tactile target,composite_requires_split,,modality | body_site_and_side | waveform_and_duration,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::d,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (d),baseline_trial_contract,Baseline/control trials,composite_requires_split,,family_or_explicit_none | timing_and_anchor | allocation_rule | resolved_trial_count,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::d,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (d),catch_trial_contract,Catch/no-target trials,composite_requires_split,,family_or_explicit_none | target_role_and_expected_action | allocation_rule | resolved_trial_count,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::d,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (d),repetition_allocation,Repetition allocation,composite_requires_split,,factor_dimensions | repetitions_or_exact_counts | exceptions_or_overrides,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.1016/j.neuropsychologia.2026.109490::d,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (d),block_order_contract,Block and order policy,composite_requires_split,,block_count | block_composition,,,no_profile,disaggregate_record_by_experiment,,,
112,doi:10.3389/fict.2017.00031::b,serino_2018_mixed_reality_pps,"Peripersonal Space: An Index of Multisensory Body–Environment Interactions in Real, Virtual, and Mixed Realities (b)",auditory_stimulus,Auditory stimulus,composite_requires_split,,source_mode | stimulus_identity_or_asset | source_recipe_or_asset_provenance,artifacts/paper_metadata_audit/extracted/fallback/serino_2018_mixed_reality_pps/serino_2018_mixed_reality_pps.fallback.txt,"source page/section(s) 4, 6, 3 | source page/section(s) 6, 4, 5 | source page/section(s) 4, 5, 10",no_profile,disaggregate_record_by_experiment,,,
112,doi:10.3389/fict.2017.00031::b,serino_2018_mixed_reality_pps,"Peripersonal Space: An Index of Multisensory Body–Environment Interactions in Real, Virtual, and Mixed Realities (b)",trajectory_kinematics,Trajectory and kinematics,composite_requires_split,,motion_mode | coordinate_frame_body_anchor | geometry | timing_constraint,artifacts/paper_metadata_audit/extracted/fallback/serino_2018_mixed_reality_pps/serino_2018_mixed_reality_pps.fallback.txt,"source page/section(s) 4, 5, 9 | source page/section(s) 6, 4, 9 | source page/section(s) 5, 6, 4 | source page/section(s) 4, 5, 10",no_profile,disaggregate_record_by_experiment,,,
112,doi:10.3389/fict.2017.00031::b,serino_2018_mixed_reality_pps,"Peripersonal Space: An Index of Multisensory Body–Environment Interactions in Real, Virtual, and Mixed Realities (b)",trial_sequence,Trial sequence,composite_requires_split,,trial_families | ordered_elements_and_source_selection,artifacts/paper_metadata_audit/extracted/fallback/serino_2018_mixed_reality_pps/serino_2018_mixed_reality_pps.fallback.txt,"source page/section(s) 6, 5, 8 | source page/section(s) 5, 6, 8 | source page/section(s) 6, 4, 5",no_profile,disaggregate_record_by_experiment,,,
112,doi:10.3389/fict.2017.00031::b,serino_2018_mixed_reality_pps,"Peripersonal Space: An Index of Multisensory Body–Environment Interactions in Real, Virtual, and Mixed Realities (b)",task_response,Task and response,composite_requires_split,,target_and_nontarget_rule | response_mode_or_device | response_mapping_or_expected_action | response_window_and_anchor,artifacts/paper_metadata_audit/extracted/fallback/serino_2018_mixed_reality_pps/serino_2018_mixed_reality_pps.fallback.txt,"source page/section(s) 5, 6, 8 | source page/section(s) 3, 7, 8",no_profile,disaggregate_record_by_experiment,,,
112,doi:10.3389/fict.2017.00031::b,serino_2018_mixed_reality_pps,"Peripersonal Space: An Index of Multisensory Body–Environment Interactions in Real, Virtual, and Mixed Realities (b)",jitter_iti_policy,Jitter and ITI policy,composite_requires_split,,policy_type | timing_scope_and_anchor | values_or_range,artifacts/paper_metadata_audit/extracted/fallback/serino_2018_mixed_reality_pps/serino_2018_mixed_reality_pps.fallback.txt,"source page/section(s) 4, 5, 6",no_profile,disaggregate_record_by_experiment,,,
112,doi:10.3389/fict.2017.00031::b,serino_2018_mixed_reality_pps,"Peripersonal Space: An Index of Multisensory Body–Environment Interactions in Real, Virtual, and Mixed Realities (b)",soa_schedule,SOA schedule,composite_requires_split,,reference_event_and_sign | ordered_soa_values_or_derivable_distance_anchors,artifacts/paper_metadata_audit/extracted/fallback/serino_2018_mixed_reality_pps/serino_2018_mixed_reality_pps.fallback.txt,"source page/section(s) 5, 6, 7",no_profile,disaggregate_record_by_experiment,,,
112,doi:10.3389/fict.2017.00031::b,serino_2018_mixed_reality_pps,"Peripersonal Space: An Index of Multisensory Body–Environment Interactions in Real, Virtual, and Mixed Realities (b)",tactile_target,Tactile target,composite_requires_split,,modality | body_site_and_side | waveform_and_duration,artifacts/paper_metadata_audit/extracted/fallback/serino_2018_mixed_reality_pps/serino_2018_mixed_reality_pps.fallback.txt,"source page/section(s) 6, 3, 5",no_profile,disaggregate_record_by_experiment,,,
112,doi:10.3389/fict.2017.00031::b,serino_2018_mixed_reality_pps,"Peripersonal Space: An Index of Multisensory Body–Environment Interactions in Real, Virtual, and Mixed Realities (b)",baseline_trial_contract,Baseline/control trials,composite_requires_split,,family_or_explicit_none | timing_and_anchor | allocation_rule | resolved_trial_count,artifacts/paper_metadata_audit/extracted/fallback/serino_2018_mixed_reality_pps/serino_2018_mixed_reality_pps.fallback.txt,"source page/section(s) 5, 6, 8 | source page/section(s) 4, 5, 6",no_profile,disaggregate_record_by_experiment,,,
112,doi:10.3389/fict.2017.00031::b,serino_2018_mixed_reality_pps,"Peripersonal Space: An Index of Multisensory Body–Environment Interactions in Real, Virtual, and Mixed Realities (b)",catch_trial_contract,Catch/no-target trials,composite_requires_split,,family_or_explicit_none | target_role_and_expected_action | allocation_rule | resolved_trial_count,artifacts/paper_metadata_audit/extracted/fallback/serino_2018_mixed_reality_pps/serino_2018_mixed_reality_pps.fallback.txt,"source page/section(s) 6, 5, 4 | source page/section(s) 5, 6, 8",no_profile,disaggregate_record_by_experiment,,,
112,doi:10.3389/fict.2017.00031::b,serino_2018_mixed_reality_pps,"Peripersonal Space: An Index of Multisensory Body–Environment Interactions in Real, Virtual, and Mixed Realities (b)",repetition_allocation,Repetition allocation,composite_requires_split,,factor_dimensions | repetitions_or_exact_counts | exceptions_or_overrides,artifacts/paper_metadata_audit/extracted/fallback/serino_2018_mixed_reality_pps/serino_2018_mixed_reality_pps.fallback.txt,"source page/section(s) 6, 8, 7 | source page/section(s) 6, 5, 8",no_profile,disaggregate_record_by_experiment,,,
112,doi:10.3389/fict.2017.00031::b,serino_2018_mixed_reality_pps,"Peripersonal Space: An Index of Multisensory Body–Environment Interactions in Real, Virtual, and Mixed Realities (b)",block_order_contract,Block and order policy,composite_requires_split,,block_count | block_composition,artifacts/paper_metadata_audit/extracted/fallback/serino_2018_mixed_reality_pps/serino_2018_mixed_reality_pps.fallback.txt,"source page/section(s) 6, 4, 5 | source page/section(s) 6, 5, 8",no_profile,disaggregate_record_by_experiment,,,
110,doi:10.1016/j.jneumeth.2019.108534,hobeika_2020_methods,Capturing the dynamics of peripersonal space by integrating expectancy effects and sound propagation properties.,soa_schedule,SOA schedule,conflicting_evidence,"Literal Table 1 timestamps: logarithmic T1-T6 = 405, 1925, 2685, 3065, 3255, 3350 ms for 640, 320, 160, 80, 40, 20 cm; linear T1-T6 = 405, 975, 1545, 2210, 2780, 3350 ms for 640, 520, 400, 260, 140, 20 cm. T_before is tabled as 50 ms and T_after as 3800 ms.",ordered_soa_values_or_derivable_distance_anchors,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.jneumeth.2019.108534__bf25728d3f5d.pdf,"PDF p.5, Table 1; PDF p.6, Figure 2",no_profile,resolve_source_or_arithmetic_conflict,,,
110,doi:10.1016/j.jneumeth.2019.108534,hobeika_2020_methods,Capturing the dynamics of peripersonal space by integrating expectancy effects and sound propagation properties.,baseline_trial_contract,Baseline/control trials,conflicting_evidence,"Two overlapping control families: (1) fixed-source 640-cm trials matched to all eight tactile timestamps, 8 x 24 x 2 distributions = 384 target trials; (2) temporal tactile-only anchors T_before/T_after crossed with looming/fixed, 2 x 2 x 24 x 2 = 192. Their 96 fixed-source endpoint cells overlap, so the union is 480 target trials, not 576.",timing_and_anchor,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.jneumeth.2019.108534__bf25728d3f5d.pdf,"PDF pp.5-7, Table 1, Figures 2-3 and Design",no_profile,resolve_source_or_arithmetic_conflict,,,
102,doi:10.1007/s00221-013-3532-2::a,canzoneri_2013_tool_use_reshaping,Tool-use reshapes the boundaries of body and peripersonal space representations. (a),trial_sequence,Trial sequence,partial,Trial-sequence evidence recoverable from the prior combined review: Respond vocally with TAH to tactile targets and ignore the sound; voice-activated relay used. No response timeout is reported.,ordered_elements_and_source_selection,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1007_s00221-013-3532-2__299a1419d7a1.pdf,"PDF p.4, Experiment 1A",no_profile,extract_missing_required_components,,,
102,doi:10.1007/s00221-013-3532-2::a,canzoneri_2013_tool_use_reshaping,Tool-use reshapes the boundaries of body and peripersonal space representations. (a),task_response,Task and response,partial,Respond vocally with TAH to tactile targets and ignore the sound; voice-activated relay used. No response timeout is reported.,response_window_and_anchor,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1007_s00221-013-3532-2__299a1419d7a1.pdf,"PDF p.4, Experiment 1A",no_profile,extract_missing_required_components,,,
102,doi:10.1007/s00221-013-3532-2::a,canzoneri_2013_tool_use_reshaping,Tool-use reshapes the boundaries of body and peripersonal space representations. (a),jitter_iti_policy,Jitter and ITI policy,partial,Fixed 1000-ms silence before and after the sound; no variable ITI/jitter distribution is reported.,policy_type,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1007_s00221-013-3532-2__299a1419d7a1.pdf,"PDF p.4, Experiment 1A",no_profile,extract_missing_required_components,,,
102,doi:10.1007/s00221-013-3532-2::a,canzoneri_2013_tool_use_reshaping,Tool-use reshapes the boundaries of body and peripersonal space representations. (a),tactile_target,Tactile target,partial,"Tactile target on the hairy surface of the right forearm; exact waveform, duration, intensity and stimulator are not restated.",waveform_and_duration,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1007_s00221-013-3532-2__299a1419d7a1.pdf,"PDF pp.3-4, Experiment 1A",no_profile,extract_missing_required_components,,,
102,doi:10.1007/s00221-013-3532-2::a,canzoneri_2013_tool_use_reshaping,Tool-use reshapes the boundaries of body and peripersonal space representations. (a),catch_trial_contract,Catch/no-target trials,partial,Auditory-only/no-tactile catch trials comprised 40% of trials.,resolved_trial_count,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1007_s00221-013-3532-2__299a1419d7a1.pdf,"PDF p.3, Experiment 1A",no_profile,extract_missing_required_components,,,
102,doi:10.1007/s00221-013-3532-2::a,canzoneri_2013_tool_use_reshaping,Tool-use reshapes the boundaries of body and peripersonal space representations. (a),block_order_contract,Block and order policy,partial,PPS was measured before and after 20 min of tool-use training; exact PPS block/trial allocation was not reported in the reviewed procedure.,block_composition,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1007_s00221-013-3532-2__299a1419d7a1.pdf,"PDF pp.3-6, Experiment 1A",no_profile,extract_missing_required_components,,,
102,doi:10.1007/s00221-013-3532-2::b,canzoneri_2013_tool_use_reshaping,Tool-use reshapes the boundaries of body and peripersonal space representations. (b),trial_sequence,Trial sequence,partial,Trial-sequence evidence recoverable from the prior combined review: Experiment 3 reused the vocal TAH tactile-target task; no response timeout is reported.,ordered_elements_and_source_selection,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1007_s00221-013-3532-2__299a1419d7a1.pdf,"PDF p.14, Experiment 3; PDF p.4, Experiment 1A",no_profile,extract_missing_required_components,,,
102,doi:10.1007/s00221-013-3532-2::b,canzoneri_2013_tool_use_reshaping,Tool-use reshapes the boundaries of body and peripersonal space representations. (b),task_response,Task and response,partial,Experiment 3 reused the vocal TAH tactile-target task; no response timeout is reported.,response_window_and_anchor,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1007_s00221-013-3532-2__299a1419d7a1.pdf,"PDF p.14, Experiment 3; PDF p.4, Experiment 1A",no_profile,extract_missing_required_components,,,
102,doi:10.1007/s00221-013-3532-2::b,canzoneri_2013_tool_use_reshaping,Tool-use reshapes the boundaries of body and peripersonal space representations. (b),jitter_iti_policy,Jitter and ITI policy,partial,Fixed 1000-ms silence before and after the sound; no variable ITI/jitter distribution is reported.,policy_type,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1007_s00221-013-3532-2__299a1419d7a1.pdf,"PDF p.14, Experiment 3; PDF p.4, Experiment 1A",no_profile,extract_missing_required_components,,,
102,doi:10.1007/s00221-013-3532-2::b,canzoneri_2013_tool_use_reshaping,Tool-use reshapes the boundaries of body and peripersonal space representations. (b),tactile_target,Tactile target,partial,"Right-forearm tactile target as in Experiment 1A; exact waveform, duration, intensity and stimulator are not restated.",waveform_and_duration,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1007_s00221-013-3532-2__299a1419d7a1.pdf,"PDF p.14, Experiment 3",no_profile,extract_missing_required_components,,,
102,doi:10.1007/s00221-013-3532-2::b,canzoneri_2013_tool_use_reshaping,Tool-use reshapes the boundaries of body and peripersonal space representations. (b),catch_trial_contract,Catch/no-target trials,partial,"Auditory-only/no-tactile catch trials comprised 40% of trials, as in Experiment 1A.",resolved_trial_count,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1007_s00221-013-3532-2__299a1419d7a1.pdf,"PDF p.14, Experiment 3; PDF p.3, Experiment 1A",no_profile,extract_missing_required_components,,,
102,doi:10.1007/s00221-013-3532-2::b,canzoneri_2013_tool_use_reshaping,Tool-use reshapes the boundaries of body and peripersonal space representations. (b),block_order_contract,Block and order policy,partial,PPS was measured before and after 20 min of pointing-control training; exact PPS block/trial allocation was not reported.,block_composition,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1007_s00221-013-3532-2__299a1419d7a1.pdf,"PDF p.14, Experiment 3",no_profile,extract_missing_required_components,,,
102,doi:10.1007/s00221-020-05771-5::a,holmes_2020_four_experiments,Do sounds near the hand facilitate tactile reaction times? Four experiments and a meta-analysis provide mixed support and suggest a small effect size. (a),trial_sequence,Trial sequence,partial,Trial-sequence evidence recoverable from the prior combined review: Go/NoGo: say TAH to weak tactile targets; withhold for no vibration and strong non-targets. The paper's 150-ms-to-2-s analysis window is not an explicit online timeout.,ordered_elements_and_source_selection,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1007_s00221-020-05771-5__45ba48c3a23a.pdf,"PDF pp.3-5, Experiment 1",no_profile,extract_missing_required_components,,,
